int_id,2011change,2012change,2013change,y,x,2010.0,2011.0,2012.0,2013.0
12281.0,1.087963412894056,0.43142804406304336,0.3325627857689606,40.727940000000004,-73.95015,2097.0,2658.0,3101.0,3388.0
12288.0,,,0.14608770105033364,40.64459,-73.79439,586.0,542.0,896.0,729.0
12297.0,,7.61911691634514,,40.70066,-73.98774,1527.0,2013.0,3379.0,2305.0
12318.0,0.19048553992381723,0.7096696317353202,0.37695166616826326,40.71505,-73.9648,3243.0,3746.0,5197.0,6234.0
12337.0,,0.7958841036240034,0.8621246568176395,40.73729,-73.95541999999999,1291.0,2225.0,2617.0,3114.0
12370.0,,0.5897226961837891,,40.72387,-73.8509,1376.0,1593.0,1529.0,1554.0
12380.0,,,0.19892870115546768,40.77148,-73.91823000000001,1409.0,1543.0,1640.0,1540.0
12395.0,,0.16970929394548184,0.1330968774326513,40.727090000000004,-73.94672,3049.0,3220.0,3548.0,3653.0
12403.0,0.1244206696948067,,,40.75138,-73.99931,4748.0,5423.0,4900.0,4235.0
12407.0,,,0.44748292979988546,40.665820000000004,-73.97583,1480.0,1575.0,1639.0,1468.0
12411.0,,3.3966896135644786,,40.7716,-73.90895,1596.0,1961.0,2441.0,2155.0
12445.0,0.6134357745047176,,0.1416030382653244,40.742940000000004,-73.95189,2734.0,3556.0,3734.0,3872.0
12446.0,0.13723684830064387,,,40.69918,-73.9605,286.0,119.0,253.0,227.0
12462.0,0.1395347250489043,,,40.62359,-74.02505,628.0,526.0,581.0,555.0
1248.0,0.24920965344841828,,0.7576847503893374,40.72611,-74.01109,1081.0,995.0,1456.0,1068.0
12480.0,,4.052922577322205,,40.684020000000004,-73.99623000000001,1767.0,1795.0,1674.0,1637.0
12481.0,,,0.7288718398118352,40.75672,-73.91421,2682.0,2879.0,3102.0,3838.0
1249.0,0.8710330403447968,,0.19096540902490244,40.64503,-73.97414,1367.0,1135.0,1326.0,1180.0
12520.0,3.896810028701176,1.9637188984854177,,40.82465,-73.94622,1772.0,2074.0,2612.0,2352.0
12536.0,,9.78079370291204,,40.77742,-73.92265,1764.0,1796.0,1391.0,1359.0
12543.0,,0.3815837432582687,,40.75127,-73.96773,6840.0,6748.0,8738.0,6841.0
12549.0,,,1.0811299038575468,40.708859999999994,-73.99865,867.0,1092.0,1551.0,1110.0
12553.0,,0.46355953076180945,,40.73455,-73.92171,136.0,594.0,92.0,112.0
12586.0,,,0.22588933742543338,40.745709999999995,-73.93979,312.0,424.0,689.0,403.0
12588.0,,,0.43546345155300736,40.756209999999996,-73.93658,915.0,947.0,1282.0,975.0
12591.0,,2.0304088984107365,,40.70984,-74.00065,2629.0,2870.0,5051.0,4040.0
12601.0,,,0.692407817921354,40.74103,-73.95193,838.0,1062.0,1193.0,667.0
12603.0,,0.23382636962258774,,40.82633,-73.93845999999999,1272.0,1349.0,1317.0,1504.0
12614.0,,0.2741573388318792,,40.82269,-73.94946999999999,3430.0,3751.0,4372.0,4499.0
12629.0,,0.35177532675027545,0.13823654914476635,40.7222,-73.84521,1060.0,1198.0,1053.0,910.0
12638.0,,,0.30181928773024147,40.76723,-73.91891,3047.0,3369.0,3284.0,3584.0
12644.0,0.4031134667599683,0.4416227082911788,,40.75737,-73.99506,2761.0,3373.0,4145.0,3463.0
12664.0,0.5311223101043554,0.5349829438684992,,40.76435,-73.92345999999999,2847.0,3651.0,4717.0,4280.0
12665.0,,2.639125622469767,,40.81419,-73.96069,9664.0,10474.0,8533.0,8431.0
12673.0,,,0.7297973922561156,40.69177,-73.99991999999999,525.0,688.0,1394.0,977.0
12675.0,1.7945734986388793,,1.1205271601849724,40.74994,-73.93890999999999,1863.0,2244.0,2374.0,2786.0
12681.0,,,0.905031962015693,40.84774,-73.93409,1554.0,1737.0,2141.0,2264.0
127.0,,,0.1986543841683992,40.77283,-73.99333,424.0,497.0,597.0,329.0
12740.0,,,0.36719901959771173,40.64448,-73.79016999999999,4414.0,4651.0,4879.0,5782.0
12758.0,0.2683350537913116,,0.3955222751283014,40.755559999999996,-73.91847,2635.0,3058.0,2927.0,3224.0
12761.0,,,0.3834509790115057,40.740520000000004,-73.95232,591.0,668.0,968.0,587.0
12765.0,0.742500648678281,0.47321010407905106,,40.69612,-73.98447,3662.0,5396.0,7188.0,5730.0
12795.0,0.31574885737394,,,40.751740000000005,-73.94299000000001,1100.0,976.0,2131.0,1275.0
12800.0,,3.678008933366459,0.33357237293617525,40.67593,-73.95607,1520.0,2273.0,3940.0,4473.0
12809.0,,0.47326665419043334,,40.70071,-73.99519000000001,1237.0,1294.0,1116.0,1094.0
12821.0,0.20678697522963718,,,40.68019,-73.96795,3811.0,4494.0,4709.0,4792.0
